一	いち
結びつき	むすびつき
結びつく	むすびつく
結びつける	むすびつける
結びの一番	むすびのいちばん
結びの三番	むすびのさんばん
結びの前	むすびのまえ
結びの神	むすびのかみ
結び付き	むすびつき
結び付く	むすびつく
結び付ける	むすびつける
結び切り	むすびきり
結び合せる	むすびあわせる
結び方	むすびかた
結び目	むすびめ
結び目を解く	むすびめをほどく
結ぶ	むすぶ
結わえる	ゆわえる
結了	けつりょう
結党	けっとう
結句	けっく
結合	けつごう
結合双生児	けつごうそうせいじ
結合子	けつごうし
結合犯	けつごうはん
結合組織	けつごうそしき
結団	けつだん
結団式	けつだんしき
結婚	けっこん
結婚を許す	けっこんをゆるす
結婚式	けっこんしき
結婚手当	けっこんてあて
結婚披露宴	けっこんひろうえん
結婚指輪	けっこんゆびわ
結婚生活	けっこんせいかつ
結婚相手	けっこんあいて
結婚祝	けっこんいわい
結婚祝い	けっこんいわい
結婚行進曲	けっこんこうしんきょく
結婚記念日	けっこんきねんび
結婚費用	けっこんひよう
結婚運	けっこんうん
結婚適齢期	けっこんてきれいき
結実	けつじつ
結審	けっしん
結尾	けつび
結局	けっきょく
結成	けっせい
結晶	けっしょう
結晶学	けっしょうがく
結晶性	けっしょうせい
結晶系	けっしょうけい
結末	けつまつ
結束	けっそく
結果	けっか
結果オーライ	けっかオーライ
結果発表	けっかはっぴょう
結果的	けっかてき
結果論	けっかろん
結果責任	けっかせきにん
結核	けっかく
結核菌	けっかくきん
結構	けっこう
結構大変	けっこうたいへん
結氷	けっぴょう
結氷期	けっぴょうき
結滞	けったい
結球	けっきゅう
結界	けっかい
結盟	けつめい
結着	けっちゃく
結石	けっせき
結社	けっしゃ
結社の自由	けっしゃのじゆう
結節	けっせつ
結納	ゆいのう
結納品	ゆいのうひん
結納式	ゆいのうしき
結納金	ゆいのうきん
結紮	けっさつ
結紮糸	けっさつし
結紮術	けっさつじゅつ
結締組織	けっていそしき
結縁	けちえん
結縄	けつじょう
結腸	けっちょう
結膜	けつまく
結膜炎	けつまくえん
結言	けつげん
結託	けったく
結語	けつご
結論	けつろん
結論づける	けつろんづける
結論を下す	けつろんをくだす
結論付ける	けつろんづける
結跏趺坐	けっかふざ
結跏趺座	けっかふざ
結集	けっしゅう
結露	けつろ
結願	けちがん
結髪	けっぱつ
絞まる	しまる
絞める	しめる
絞め殺す	しめころす
絞り	しぼり
絞り上げる	しぼりあげる
絞り出す	しぼりだす
絞り取る	しぼりとる
絞り染め	しぼりぞめ
絞り汁	しぼりじる
絞り込む	しぼりこむ
絞る	しぼる
絞刑	こうけい
絞刑吏	こうけいり
絞殺	こうさつ
絞罪	こうざい
絞首	こうしゅ
絞首刑	こうしゅけい
絞首台	こうしゅだい
絡げ	からげ
絡げる	からげる
絡まり	からまり
絡まる	からまる
絡み	がらみ
絡み付く	からみつく
絡み合う	からみあう
絡む	からむ
絡める	からめる
絡新婦	じょろうぐも
絡繰り	からくり
絡繰り人形	からくりにんぎょう
絢文	けんぶん
絢爛	けんらん
絢爛華麗	けんらんかれい
絢爛豪華	けんらんごうか
絢緞子	あやどんす
絣	かすり
給	きゅう
給う	たまう
給え	たまえ
給する	きゅうする
給与	きゅうよ
給与体系	きゅうよたいけい
給与所得	きゅうよしょとく
給与所得者	きゅうよしょとくしゃ
給与明細	きゅうよめいさい
給与水準	きゅうよすいじゅん
給仕	きゅうじ
給付	きゅうふ
給付金	きゅうふきん
給排水	きゅうはいすい
給料	きゅうりょう
給料支払小切手	きゅうりょうしはらいこぎって
給料日	きゅうりょうび
給料明細	きゅうりょうめいさい
給料明細表	きゅうりょうめいさいひょう
給料袋	きゅうりょうぶくろ
給水	きゅうすい
給水制限	きゅうすいせいげん
給水塔	きゅうすいとう
給水所	きゅうすいじょ
給水栓	きゅうすいせん
給水管	きゅうすいかん
給水車	きゅうすいしゃ
給油	きゅうゆ
給油所	きゅうゆじょ
給油機	きゅうゆき
給油船	きゅうゆせん
給油艦	きゅうゆかん
給湯	きゅうとう
給湯器	きゅうとうき
給源	きゅうげん
給紙	きゅうし
給紙機	きゅうしき
給血	きゅうけつ
給費	きゅうひ
給費生	きゅうひせい
給金	きゅうきん
給金相撲	きゅうきんずもう
給電	きゅうでん
給電線	きゅうでんせん
給食	きゅうしょく
給養	きゅうよう
絨毛	じゅうもう
絨毯	じゅうたん
絨毯爆撃	じゅうたんばくげき
絨緞	じゅうたん
統べる	すべる
統べ合わせる	すべあわせる
統一	とういつ
統一地方選挙	とういつちほうせんきょ
統一場理論	とういつばりろん
統一感	とういつかん
統一戦線	とういつせんせん
統一教会	とういつきょうかい
統一的	とういつてき
統一見解	とういつけんかい
統制	とうせい
統制品	とうせいひん
統制経済	とうせいけいざい
統制線	とうせいせん
統合	とうごう
統合化	とうごうか
統合参謀本部	とうごうさんぼうほんぶ
統合失調症	とうごうしっちょうしょう
統合幕僚会議	とうごうばくりょうかいぎ
統合計画	とうごうけいかく
統帥	とうすい
統帥権	とうすいけん
統幕	とうばく
統幕会議	とうばくかいぎ
統廃合	とうはいごう
統御	とうぎょ
統括	とうかつ
統括本部	とうかつほんぶ
統括組織	とうかつそしき
統括部長	とうかつぶちょう
統治	とうち
統治権	とうちけん
統治者	とうちしゃ
統率	とうそつ
統率力	とうそつりょく
統率束縛理論	とうそつそくばくりろん
統率理論	とうそつりろん
統率者	とうそつしゃ
統監	とうかん
統覚	とうかく
統計	とうけい
統計上の不突合	とうけいじょうのふとつごう
統計力学	とうけいりきがく
統計学	とうけいがく
統計年鑑	とうけいねんかん
統計法	とうけいほう
統計的	とうけいてき
統計表	とうけいひょう
統語	とうご
統語学	とうごがく
統語指標	とうごしひょう
統語法	とうごほう
統語的な整合性	とうごてきなせいごうせい
統語範疇	とうごはんちゅう
統語論	とうごろん
統轄	とうかつ
統轄者	とうかつしゃ
統領	とうりょう
絵	え
絵づら	えづら
絵になる	えになる
絵に描いたよう	えにかいたよう
絵に描いた餅	えにかいたもち
絵に描いた餠	えにかいたもち
絵の具	えのぐ
絵の具を溶く	えのぐをとく
絵の展覧会	えのてんらんかい
絵はがき	えはがき
絵グラフ	えグラフ
絵コンテ	えコンテ
絵付	えつけ
絵付け	えつけ
絵伝	えでん
絵像	えぞう
絵入り	えいり
絵具	えのぐ
絵双紙	えぞうし
絵図	えず
絵図面	えずめん
絵姿	えすがた
絵巻	えまき
絵巻物	えまきもの
絵師	えし
絵心	えごころ
絵手紙	えてがみ
絵捜し	えさがし
絵探し	えさがし
絵描き	えかき
絵文字	えもじ
絵日記	えにっき
絵書き	えかき
絵本	えほん
絵札	えふだ
絵柄	えがら
絵模様	えもよう
絵物語	えものがたり
絵画	かいが
絵画館	かいがかん
絵番付	えばんづけ
絵皿	えざら
絵空事	えそらごと
絵空言	えそらごと
絵筆	えふで
絵組	えぐみ
絵組み	えぐみ
絵絹	えぎぬ
絵羽々織り	えばばおり
絵羽羽織り	えばばおり
絵草紙	えぞうし
絵葉書	えはがき
絵解き	えとき
絵面	えづら
絵馬	えま
絶えず	たえず
絶えてしまった種	たえてしまったしゅ
絶える	たえる
絶え入る	たえいる
絶え果てる	たえはてる
絶え絶え	たえだえ
絶え間	たえま
絶え間ない	たえまない
絶え間なく	たえまなく
絶する	ぜっする
絶つ	たつ
絶やす	たやす
絶世	ぜっせい
絶交	ぜっこう
絶交状	ぜっこうじょう
絶体絶命	ぜったいぜつめい
絶佳	ぜっか
絶倒	ぜっとう
絶倫	ぜつりん
絶勝	ぜっしょう
絶句	ぜっく
絶叫	ぜっきょう
絶叫マシーン	ぜっきょうマシーン
絶命	ぜつめい
絶品	ぜっぴん
絶唱	ぜっしょう
絶壁	ぜっぺき
絶大	ぜつだい
絶好	ぜっこう
絶好調	ぜっこうちょう
絶妙	ぜつみょう
絶家	ぜっけ
絶対	ぜったい
絶対に	ぜったいに
絶対アドレス	ぜったいアドレス
絶対主義	ぜったいしゅぎ
絶対主義者	ぜったいしゅぎしゃ
絶対位置	ぜったいいち
絶対値	ぜったいち
絶対君主制	ぜったいくんしゅせい
絶対多数	ぜったいたすう
絶対安定多数	ぜったいあんていたすう
絶対安静	ぜったいあんせい
絶対年代	ぜったいねんだい
絶対必要	ぜったいひつよう
絶対敬語	ぜったいけいご
絶対服従	ぜったいふくじゅう
絶対権力	ぜったいけんりょく
絶対温度	ぜったいおんど
絶対湿度	ぜったいしつど
絶対的	ぜったいてき
絶対等級	ぜったいとうきゅう
絶対絶命	ぜったいぜつめい
絶対者	ぜったいしゃ
絶対菜食主義者	ぜったいさいしょくしゅぎしゃ
絶対評価	ぜったいひょうか
絶対誤差	ぜったいごさ
絶対論	ぜったいろん
絶対運動	ぜったいうんどう
絶対過半数	ぜったいかはんすう
絶対量	ぜったいりょう
絶対零度	ぜったいれいど
絶対音感	ぜったいおんかん
絶対音楽	ぜったいおんがく
絶島	ぜっとう
絶後	ぜつご
絶息	ぜっそく
絶景	ぜっけい
絶望	ぜつぼう
絶望的	ぜつぼうてき
絶海	ぜっかい
絶滅	ぜつめつ
絶滅危惧種	ぜつめつきぐしゅ
絶滅寸前	ぜつめつすんぜん
絶滅種	ぜつめつしゅ
絶無	ぜつむ
絶版	ぜっぱん
絶版になる	ぜっぱんになる
絶筆	ぜっぴつ
絶縁	ぜつえん
絶縁体	ぜつえんたい
絶縁抵抗	ぜつえんていこう
絶縁線	ぜつえんせん
絶讃	ぜっさん
絶賛	ぜっさん
絶頂	ぜっちょう
絶食	ぜっしょく
絹	きぬ
絹ごし豆腐	きぬごしどうふ
絹一匹	きぬいっぴき
絹地	きぬじ
絹層雲	けんそううん
絹布	けんぷ
絹布一巻	けんぷひとまき
絹張り	きぬばり
絹本	けんぽん
絹漉し	きぬごし
絹漉し豆腐	きぬごしどうふ
絹物	きぬもの
絹猿	きぬざる
絹目	きぬめ
絹積雲	けんせきうん
絹糸	けんし
絹糸紡績	けんしぼうせき
絹絵	きぬえ
絹綿	きぬわた
絹織物	きぬおりもの
絹莢	きぬさや
絹蘭	きぬらん
絹針	きぬばり
絹雲	けんうん
綏撫	すいぶ
継ぎ	つぎ
継ぎはぎ	つぎはぎ
継ぎ切れ	つぎぎれ
継ぎ台	つぎだい
継ぎ合せる	つぎあわせる
継ぎ合わせる	つぎあわせる
継ぎ当て	つぎあて
継ぎ手	つぎて
継ぎ接ぎ	つぎはぎ
継ぎ木	つぎき
継ぎ歯	つぎば
継ぎ物	つぎもの
継ぎ目	つぎめ
継ぎ穂	つぎほ
継ぎ立て	つぎたて
継ぎ端	つぎは
継ぎ竿	つぎざお
継ぎ紙	つぎがみ
継ぎ足す	つぎたす
継ぐ	つぐ
継切れ	つぎぎれ
継台	つぎだい
継合せる	つぎあわせる
継嗣	けいし
継夫	けいふ
継娘	ままむすめ
継子	ままこ
継室	けいしつ
継当て	つぎあて
継息子	ままむすこ
継手	つぎて
継承	けいしょう
継承者	けいしょうしゃ
継投	けいとう
継接ぎ	つぎはぎ
継木	つぎき
継歯	つぎば
継母	けいぼ
継泳	けいえい
継父	けいふ
継父母	けいふぼ
継物	つぎもの
継目	つぎめ
継穂	つぎほ
継立て	つぎたて
継端	つぎは
継竿	つぎざお
継粉	ままこ
継紙	つぎがみ
継続	けいぞく
継続は力なり	けいぞくはちからなり
継続審査	けいぞくしんさ
継続性	けいぞくせい
継続的	けいぞくてき
継親	ままおや
継走	けいそう
継起	けいき
継足す	つぎたす
継電器	けいでんき
継電気	けいでんき
継電鍵	けいでんけん
続々	ぞくぞく
続き	つづき
続き柄	つづきがら
続き物	つづきもの
続く	つづく
続ける	つづける
続け様	つづけざま
続伸	ぞくしん
続出	ぞくしゅつ
続刊	ぞっかん
続報	ぞくほう
続投	ぞくとう
続映	ぞくえい
続柄	つづきがら
続演	ぞくえん
続発	ぞくはつ
続稿	ぞっこう
続篇	ぞくへん
続続	ぞくぞく
続編	ぞくへん
続落	ぞくらく
続行	ぞっこう
続開	ぞっかい
続騰	ぞくとう
綛	かせ
綜合	そうごう
綜覧	そうらん
綜麻繰	へそくり
綟	もじ
綟子	もじ
綢密	ちゅうみつ
綢繆	ちゅうびゅう
綬	じゅ
綬章	じゅしょう
維	これ
維吾爾	ういぐる
維持	いじ
維持費	いじひ
維摩経	ゆいまきょう
維新	いしん
維管束	いかんそく
維管束植物類	いかんそくしょくぶつるい
綯い交ぜにする	ないまぜにする
綯い交ぜる	ないまぜる
綯う	なう
綰ねる	わがねる
綱	こう
綱を張る	つなをはる
綱具	つなぐ
綱取り	つなとり
綱常	こうじょう
綱引き	つなひき
綱手	つなで
綱打ち式	つなうちしき
綱曳き	つなひき
綱渡り	つなわたり
綱目	こうもく
綱紀	こうき
綱紀粛正	こうきしゅくせい
綱紀紊乱	こうきびんらん
綱締め	つなしめ
綱要	こうよう
綱領	こうりょう
綱鳥	つなどり
網	あみ
網かけ	あみかけ
網の目	あみのめ
網の目をくぐる	あみのめをくぐる
網の目を潜る	あみのめをくぐる
網タイツ	あみタイツ
網代	あみしろ
網元	あみもと
網呑舟の魚を漏らす	あみどんしゅうのうおをもらす
網地	あみじ
網戸	あみど
網打ち	あみうち
網掛け	あみかけ
網杓子	あみじゃくし
網棚	あみだな
網漁業	あみぎょぎょう
網焼き	あみやき
網版	あみはん
網状	もうじょう
網状組織	もうじょうそしき
網猟	あみりょう
網目	あみめ
網羅	もうら
網膜	もうまく
網膜剥離	もうまくはくり
網膜症	もうまくしょう
網袋	あみぶくろ
網闘士	あみとうし
網頭	あみがしら
網鳥	あみどり
綴	つづり
綴じて	とじて
綴じる	とじる
綴じ代	とじしろ
綴じ本	とじほん
綴じ目	とじめ
綴じ糸	とじいと
綴じ蓋	とじぶた
綴じ込み	とじこみ
綴じ込む	とじこむ
綴り	つづり
綴り合わせる	つづりあわせる
綴り字	つづりじ
綴り方	つづりかた
綴る	つづる
綴れ織り	つづれおり
綴れ錦	つづれにしき
綴字	ていじ
綴方	つづりかた
綴込む	とじこむ
綸子	りんず
綸旨	りんじ
綸言	りんげん
綺想曲	きそうきょく
綺羅	きら
綺羅びやか	きらびやか
綺羅星	きらぼし
綺談	きだん
綺麗	きれい
綺麗事	きれいごと
綺麗好き	きれいずき
綻び	ほころび
綻びる	ほころびる
綽名	あだな
綾	あや
綾なす	あやなす
綾を成して	あやをなして
綾取	あやとり
綾取り	あやとり
綾子	りんず
綾布	あやぬの
綾糸	あやいと
綾絹	あやぎぬ
綾織	あやおり
綾織り	あやおり
綾織物	あやおりもの
綾羅	りょうら
綾錦	あやにしき
綿	わた
綿々	めんめん
綿の実	わたのみ
綿ぼこり	わたぼこり
綿を糸に紡ぐ	めんをいとにつむぐ
綿パン	めんパン
綿入れ	わたいれ
綿埃	わたぼこり
綿実	めんじつ
綿実油	めんじつゆ
綿密	めんみつ
綿密周到	めんみつしゅうとう
綿布	めんぷ
綿帽子	わたぼうし
綿弓	わたゆみ
綿打ち	わたうち
綿抜き	わたぬき
綿摘み	わたつみ
綿棒	めんぼう
綿毛	わたげ
綿油	わたあぶら
綿津見	わたつみ
綿火薬	めんかやく
綿糸	めんし
綿紡	めんぼう
綿綿	めんめん
綿織り物	めんおりもの
綿織物	めんおりもの
綿繰り	わたくり
綿羊	めんよう
綿羽	わたばね
綿花	めんか
綿菓子	わたがし
綿蛮	めんばん
綿製品	めんせいひん
綿雪	わたゆき
綿雲	わたぐも
綿飴	わたあめ
緇素	しそ
緊々	ひしひし
緊と	ひしと
緊まる	しまる
緊切	きんせつ
緊密	きんみつ
緊張	きんちょう
緊張の度	きんちょうのど
緊張緩和	きんちょうかんわ
緊急	きんきゅう
緊急事態	きんきゅうじたい
緊急動議	きんきゅうどうぎ
緊急対策	きんきゅうたいさく
緊急措置	きんきゅうそち
緊急救命室	きんきゅうきゅうめいしつ
緊急時	きんきゅうじ
緊急時環境線量情報予測システム	きんきゅうじかんきょうせんりょうじょうほうよそくシステム
緊急浮上	きんきゅうふじょう
緊急浮上訓練	きんきゅうふじょうくんれん
緊急炉心冷却装置	きんきゅうろしんれいきゃくそうち
緊急用事	きんきゅうようじ
緊急発進	きんきゅうはっしん
緊急着陸	きんきゅうちゃくりく
緊急通報	きんきゅうつうほう
緊急逮捕	きんきゅうたいほ
緊急避難	きんきゅうひなん
緊急部隊	きんきゅうぶたい
緊急集会	きんきゅうしゅうかい
緊急電話	きんきゅうでんわ
緊緊	ひしひし
緊縛	きんばく
緊縮	きんしゅく
緊縮政策	きんしゅくせいさく
緊縮財政	きんしゅくざいせい
緊褌	きんこん
緊褌一番	きんこんいちばん
緊要	きんよう
緊要地形	きんようちけい
緊迫	きんぱく
緊迫した	きんぱくした
緊那羅	きんなら
緋	あけ
緋の衣	ひのころも
緋縅し	ひおどし
緋縅し鎧	ひおどしよろい
緋色	ひいろ
緋衣草	ひごろもそう
緋連雀	ひれんじゃく
緋鯉	ひごい
総	ふさ
総々	ふさふさ
総じて	そうじて
総すかんを食う	そうすかんをくう
総て	すべて
総べて	すべて
総予算	そうよさん
総二階	そうにかい
総人口	そうじんこう
総仕舞	そうじまい
総代	そうだい
総会	そうかい
総会を流す	そうかいをながす
総会屋	そうかいや
総体	そうたい
総入れ歯	そういれば
総出	そうで
総別	そうべつ
総則	そうそく
総力	そうりょく
総力戦	そうりょくせん
総動員	そうどういん
総勘定	そうかんじょう
総務	そうむ
総務大臣	そうむだいじん
総務局	そうむきょく
総務庁	そうむちょう
総務相	そうむしょう
総務省	そうむしょう
総務課	そうむか
総務部	そうむぶ
総務部長	そうむぶちょう
総務長官	そうむちょうかん
総勢	そうぜい
総包	そうほう
総収入	そうしゅうにゅう
総司令官	そうしれいかん
総司令部	そうしれいぶ
総合	そうごう
総合デジタル通信網	そうごうデジタルつうしんもう
総合ビタミン剤	そうごうビタミンざい
総合博物館	そうごうはくぶつかん
総合収支	そうごうしゅうし
総合口座	そうごうこうざ
総合商社	そうごうしょうしゃ
総合大学	そうごうだいがく
総合病院	そうごうびょういん
総合的	そうごうてき
総合的品質管理	そうごうてきひんしつかんり
総合的言語	そうごうてきげんご
総合科学	そうごうかがく
総合職	そうごうしょく
総合芸術	そうごうげいじゅつ
総合評価	そうごうひょうか
総合課税	そうごうかぜい
総合開発	そうごうかいはつ
総合雑誌	そうごうざっし
総同盟罷業	そうどうめいひぎょう
総和	そうわ
総員	そういん
総嘗め	そうなめ
総売り上げ	そううりあげ
総売上	そううりあげ
総大将	そうだいしょう
総嫁	そうか
総崩れ	そうくずれ
総帆展帆	そうはんてんぱん
総帥	そうすい
総当たり	そうあたり
総当たり戦	そうあたりせん
総当り	そうあたり
総意	そうい
総所得	そうしょとく
総括	そうかつ
総括主宰者	そうかつしゅさいしゃ
総括的	そうかつてき
総括質問	そうかつしつもん
総指揮	そうしき
総指揮官	そうしきかん
総捲り	そうまくり
総掛かり	そうがかり
総揚げ	そうあげ
総攬	そうらん
総支出	そうししゅつ
総支部	そうしぶ
総支配人	そうしはいにん
総攻撃	そうこうげき
総数	そうすう
総書	そうしょ
総書記	そうしょき
総本家	そうほんけ
総本山	そうほんざん
総本店	そうほんてん
総柄	そうがら
総桐	そうぎり
総模様	そうもよう
総武線	そうぶせん
総毛立つ	そうけだつ
総決算	そうけっさん
総浚い	そうざらい
総点	そうてん
総状花序	そうじょうかじょ
総理	そうり
総理大臣	そうりだいじん
総理府	そうりふ
総理府総務長官	そうりふそうむちょうかん
総画	そうかく
総画数	そうかくすう
総皮	そうがわ
総監	そうかん
総監督	そうかんとく
総目録	そうもくろく
総督	そうとく
総督府	そうとくふ
総研	そうけん
総社	そうじゃ
総秘書	そうひしょ
総称	そうしょう
総穂花序	そうすいかじょ
総立ち	そうだち
総索引	そうさくいん
総統	そうとう
総統選挙	そうとうせんきょ
総総	ふさふさ
総締め	そうじめ
総罷業	そうひぎょう
総花	そうばな
総花主義	そうばなしゅぎ
総花式	そうばなしき
総花政策	そうばなせいさく
総苞	そうほう
総菜	そうざい
総裁	そうさい
総裁選	そうさいせん
総裏	そううら
総見	そうけん
総覧	そうらん
総角	チョンガー
総計	そうけい
総記	そうき
総評	そうひょう
総説	そうせつ
総論	そうろん
総譜	そうふ
総議員	そうぎいん
総費用	そうひよう
総資本利益率	そうしほんりえきりつ
総資産	そうしさん
総身	そうみ
総轄	そうかつ
総辞職	そうじしょく
総退却	そうたいきゃく
総選挙	そうせんきょ
総重量	そうじゅうりょう
総量	そうりょう
総長	そうちょう
総門	そうもん
総集編	そうしゅうへん
総需要	そうじゅよう
総革	そうがわ
総領	そうりょう
総領事	そうりょうじ
総領事館	そうりょうじかん
総領娘	そうりょうむすめ
総領息子	そうりょうむすこ
総額	そうがく
総高	そうだか
総髪	そうはつ
緑	みどり
緑に覆われた山	みどりにおおわれたやま
緑のう菌	りょくのうきん
緑の日	みどりのひ
緑の衣で覆われた山	みどりのころもでおおわれたやま
緑の黒髪	みどりのくろかみ
緑便	りょくべん
緑内障	りょくないしょう
緑化	りょっか
緑十字	りょくじゅうじ
緑啄木鳥	あおげら
緑土	りょくど
緑地	りょくち
緑地化計画	りょくちかけいかく
緑地帯	りょくちたい
緑林	りょくりん
緑柱石	りょくちゅうせき
緑樹	りょくじゅ
緑猿	みどりざる
緑玉	りょくぎょく
緑玉石	りょくぎょくせき
緑白色	りょくはくしょく
緑組	みどりぐみ
緑綬褒章	りょくじゅほうしょう
緑肥	りょくひ
緑膿菌	りょくのうきん
緑色	みどりいろ
緑茶	りょくちゃ
緑葉	りょくよう
緑葉甘藍	りょくようかんらん
緑藻	りょくそう
緑藻類	りょくそうるい
緑虫	みどりむし
緑豆	りょくとう
緑酒	りょくしゅ
緑野	りょくや
緑門	りょくもん
緑陰	りょくいん
緑雨	りょくう
緑青	ろくしょう
緑風	りょくふう
緑鳩	あおばと
緑黄色	りょくおうしょく
緒	お
緒に就く	しょにつく
緒を開く	いとぐちをひらく
緒作	しょさく
緒戦	しょせん
緒締め	おじめ
緒言	しょげん
緒論	しょろん
緘する	かんする
緘口	かんこう
緘口令を敷く	かんこうれいをしく
緘黙	かんもく
線	せん
線の太い人	せんのふといひと
線を引く	せんをひく
線グラフ	せんグラフ
線スペクトル	せんスペクトル
線上	せんじょう
線分	せんぶん
線審	せんしん
線引き	せんびき
線形	せんけい
線形代数	せんけいだいすう
線形写像	せんけいしゃぞう
線形虫	せんけいちゅう
線形計画法	せんけいけいかくほう
線形論理	せんけいろんり
線形関数	せんけいかんすう
線形順序	せんけいじゅんじょ
線径	せんけい
線描	せんびょう
線条	せんじょう
線条痕	せんじょうこん
線状	せんじょう
線画	せんが
線維束	せんいそく
線織面	せんしきめん
線虫	せんちゅう
線虫類	せんちゅうるい
線路	せんろ
線速度	せんそくど
線量	せんりょう
線量当量	せんりょうとうりょう
線量計	せんりょうけい
線香	せんこう
線香代	せんこうだい
線香花火	せんこうはなび
緜蛮	めんばん
緝輯	しゅうしゅう
緞子	どんす
緞帳	どんちょう
緞帳役者	どんちょうやくしゃ
緞帳芝居	どんちょうしばい
締まった体格	しまったたいかく
締まりがない	しまりがない
締まりが無い	しまりがない
締まりのない	しまりのない
締まりの無い	しまりのない
締まり屋	しまりや
締まる	しまる
締め	しめ
締めくくる	しめくくる
締めしろ	しめしろ
締めつける	しめつける
締めて	しめて
締める	しめる
締め上げる	しめあげる
締め付け	しめつけ
締め付ける	しめつける
締め代	しめしろ
締め出す	しめだす
締め切り	しめきり
締め切り日	しめきりび
締め切る	しめきる
締め固める	しめかためる
締め太鼓	しめだいこ
締め括り	しめくくり
締め括りをつける	しめくくりをつける
締め括りをやる	しめくくりをやる
締め括る	しめくくる
締め日	しめび
締め殺す	しめころす
締め込み	しめこみ
締め込む	しめこむ
締め金	しめがね
締め高	しめだか
締め鯖	しめさば
締りが無い	しまりがない
締りのない	しまりのない
締付	しめつけ
締付け	しめつけ
締切	しめきり
締切り	しめきり
締切日	しめきりび
締日	しめび
締盟	ていめい
締約	ていやく
締結	ていけつ
締結日	ていけつひ
締込	しめこみ
締込み	しめこみ
緡縄	さしなわ
編	へん
編みあげる	あみあげる
編み上げ	あみあげ
編み上げる	あみあげる
編み上げ靴	あみあげぐつ
編み出す	あみだす
編み合わせる	あみあわせる
編み戸	あみど
編み棒	あみぼう
編み機	あみき
編み物	あみもの
編み目	あみめ
編み笠	あみがさ
編み針	あみばり
編む	あむ
編上げ	あみあげ
編上げ靴	あみあげぐつ
編修	へんしゅう
編入	へんにゅう
編入試験	へんにゅうしけん
編制	へんせい
編年体	へんねんたい
編年史	へんねんし
編成	へんせい
編曲	へんきょく
編曲者	へんきょくしゃ
編物	あみもの
編笠茸	あみがさたけ
編組機械	へんそきかい
編纂	へんさん
編纂者	へんさんしゃ
編者	へんしゃ
編著	へんちょ
編製	へんせい
編輯	へんしゅう
編隊	へんたい
編集	へんしゅう
編集主幹	へんしゅうしゅかん
編集子	へんしゅうし
編集局	へんしゅうきょく
編集機能	へんしゅうきのう
編集者	へんしゅうしゃ
編集部	へんしゅうぶ
編集長	へんしゅうちょう
緩々	ゆるゆる
緩い	ゆるい
緩いカーブ	ゆるいカーブ
緩い規則	ゆるいきそく
緩まる	ゆるまる
緩み	ゆるみ
緩む	ゆるむ
緩める	ゆるめる
緩やか	ゆるやか
緩やかな衣服	ゆるやかないふく
緩やかに進む	ゆるやかにすすむ
緩下剤	かんげざい
緩下薬	かんげやく
緩和	かんわ
緩和ケア	かんわケア
緩和振動	かんわしんどう
緩徐	かんじょ
緩徐曲	かんじょきょく
緩怠	かんたい
緩急	かんきゅう
緩急自在	かんきゅうじざい
緩慢	かんまん
緩手	かんしゅ
緩球	かんきゅう
緩目	ゆるめ
緩緩	ゆるゆる
緩行	かんこう
緩衝	かんしょう
緩衝器	かんしょうき
緩衝国	かんしょうこく
緩衝地帯	かんしょうちたい
緩衝弁	かんしょうべん
緩衝液	かんしょうえき
緩解	かんかい
緩速	かんそく
緬甸	ビルマ
緬羊	めんよう
緯	よこいと
緯度	いど
緯度変化	いどへんか
緯度観測所	いどかんそくじょ
緯書	いしょ
緯糸	よこいと
緯線	いせん
練り	ねり
練りからし	ねりからし
練り上げる	ねりあげる
練り合せる	ねりあわせる
練り合わせる	ねりあわせる
練り固める	ねりかためる
練り塀	ねりべい
練り歩く	ねりあるく
練り歯磨き	ねりはみがき
練り物	ねりもの
練り直す	ねりなおす
練り粉	ねりこ
練り糸	ねりいと
練り絹	ねりぎぬ
練り菓子	ねりがし
練り薬	ねりぐすり
練り製品	ねりせいひん
練り辛し	ねりからし
練り返す	ねりかえす
練り香	ねりこう
練る	ねる
練乳	れんにゅう
練兵	れんぺい
練兵場	れんぺいじょう
練功	れんこう
練成	れんせい
練炭	れんたん
練熟	れんじゅく
練磨	れんま
練習	れんしゅう
練習不足	れんしゅうぶそく
練習問題	れんしゅうもんだい
練習場	れんしゅうじょう
練習帳	れんしゅうちょう
練習所	れんしゅうじょ
練習曲	れんしゅうきょく
練習機	れんしゅうき
練習生	れんしゅうせい
練習船	れんしゅうせん
練習試合	れんしゅうじあい
練達	れんたつ
練鉄	れんてつ
練香	ねりこう
練馬大根	ねりまだいこん
緻密	ちみつ
縁	へり
縁がない	えんがない
縁が無い	えんがない
縁が遠い	えんがとおい
縁って	よって
縁に繋がる	えんにつながる
縁のない	えんのない
縁の下	えんのした
縁の下の力持ち	えんのしたのちからもち
縁の無い	えんのない
縁の遠い	えんのとおい
縁は異なもの	えんはいなもの
縁は異なもの味なもの	えんはいなものあじなもの
縁る	ふちどる
縁を切る	えんをきる
縁付く	えんづく
縁付ける	えんづける
縁側	えんがわ
縁先	えんさき
縁切り	えんきり
縁切り寺	えんきりでら
縁取り	ふちどり
縁取る	ふちどる
縁台	えんだい
縁定め	えんさだめ
縁家	えんか
縁座	えんざ
縁戚	えんせき
縁故	えんこ
縁故募集	えんこぼしゅう
